,Track_id,Name,Album,Artist,Release_Date,Length,Popularity,Acousticness,Danceability,Energy,Instrumentness,Liveness,Loudness,Valence,Speechness,Tempo,Time_Signature
534,66TRwr5uJwPt15mfFkzhbi,Crank That (Soulja Boy),souljaboytellem.com,Soulja Boy,2007-01-01,221933,79,0.515,0.736,0.74,0.0,0.0468,-2.18,0.803,0.0786,140.141,4
535,3RmKpob8xzv1pzHEQrMJah,Let Me Blow Ya Mind,Scorpion,Eve,2001-01-01,230133,79,0.242,0.908,0.557,0.0,0.0709,-4.243,0.897,0.107,90.032,4
536,6jWLyg8AuMQ9LtIB2UlfOF,Hanging By A Moment,No Name Face,Lifehouse,2000-01-01,216360,67,0.000966,0.537,0.858,0.0,0.0812,-4.903,0.502,0.0349,124.599,4
537,4vp2J1l5RD4gMZwGFLfRAu,I Gotta Feeling,THE E.N.D. (THE ENERGY NEVER DIES),Black Eyed Peas,2009-01-01,289133,3,0.0873,0.743,0.766,0.0,0.509,-6.375,0.61,0.0265,127.96,4
538,6epn3r7S14KUqlReYr77hA,Baby,My World 2.0,Justin Bieber,2010-01-01,214240,86,0.0401,0.728,0.859,0.0,0.111,-5.237,0.535,0.137,65.043,4
539,0bSxKARnwaB26e0926YpgD,Lust,Lust,AVAN HAVEN,2022-08-19,124551,14,0.416,0.746,0.62,0.0,0.12,-9.009,0.936,0.0363,144.894,4
540,69xZrRwScYMhlCMcxrF958,Luxurious,Love Angel Music Baby,Gwen Stefani,2004-11-22,264920,66,0.154,0.811,0.726,0.0,0.116,-3.995,0.666,0.0813,131.027,4
541,5zF2zGPkL6Ipsn9AfAK6RP,This Love,Songs About Jane,Maroon 5,2002-06-25,206200,0,0.0551,0.714,0.868,0.0,0.0987,-4.596,0.78,0.0363,95.05,4
542,4TsmezEQVSZNNPv5RJ65Ov,Pon de Replay,Music Of The Sun,Rihanna,2005-08-29,246960,83,0.000155,0.779,0.64,0.00077,0.101,-8.415,0.498,0.159,99.019,4
543,7LP4Es66zdY7CyjepqmvAg,Down,All Or Nothing,Jay Sean,2009-01-01,212106,1,0.0108,0.657,0.695,0.0,0.0822,-4.493,0.683,0.0321,65.997,4
544,455AfCsOhhLPRc68sE01D8,Last Friday Night (T.G.I.F.),Teenage Dream: The Complete Confection,Katy Perry,2012-03-12,230746,76,0.00125,0.649,0.815,4.31e-05,0.671,-3.796,0.765,0.0415,126.03,4
545,4KTtYhxFtFL7mBwnjkKfLm,Glamorous,The Dutchess,Fergie,2006-09-13,246573,74,0.291,0.81,0.755,0.0,0.0857,-6.408,0.625,0.199,130.991,4
546,73uiwqLq6aYaZIBm7d5nmS,Little More,Little More,AVAN HAVEN,2022-09-30,112941,13,0.306,0.574,0.418,0.0,0.0542,-13.19,0.773,0.0384,169.829,4
547,13pyGLYmBjYgvOMIEivX2K,I Don't Feel Like Dancin',Ta Dah,Scissor Sisters,2006-01-01,288360,61,0.018,0.71,0.917,0.0,0.335,-3.385,0.83,0.0287,108.031,4
548,1PS1QMdUqOal0ai3Gt7sDQ,Gold Digger,Late Registration,Kanye West,2005-08-30,207626,85,0.0195,0.629,0.696,0.0,0.0554,-5.572,0.623,0.348,93.034,4
549,1PAgmT6YqGhd6zT9kN9gIo,Hero,Escape,Enrique Iglesias,2001-01-01,264240,72,0.136,0.346,0.641,8.4e-06,0.108,-5.627,0.159,0.0504,77.281,4
550,0gzqZ9d1jIKo9psEIthwXe,Beautiful Day,All That You Can't Leave Behind,U2,2000-01-01,248400,78,0.0154,0.536,0.928,0.00134,0.2,-6.492,0.389,0.0589,136.258,4
551,2P9lGiFMjKT6CGKVAjWia4,The Right Thing,The Right Thing,AVAN HAVEN,2022-06-27,127090,13,0.508,0.78,0.525,0.0,0.176,-8.358,0.563,0.0334,139.971,4
552,0eqH0ALoDQevq59YcQ53KE,Hollaback Girl,Love Angel Music Baby,Gwen Stefani,2004-11-22,199853,75,0.35,0.926,0.916,6.17e-06,0.0234,-2.221,0.904,0.0929,110.007,4
